"","Unique.ID","Exempt.Code","Address","Owner.Or.Facility","X","Volume.And.Page","Acreage","Land.Assessment","Building.Assessment","Total.Assessment","OPMAssessment","ID","Address_in","Match","Match_type","Address_out","Coords","Line_ID","Line_side","State","County","Tract","Block","FIPS"
"266","277 0114 01100","PABX","00659 HOWARD AV","BETA 14 LLC",NA,"8404/313",0.09,45080,0,45080,45080,266,"00659 HOWARD AV, New Haven, CT","Match","Exact","659 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93456,41.298836",3700564,"R",9,9,140300,2023,"09009140300"
"267","277 0114 01200","PABX","00663 HOWARD AV","BETA 14 LLC",NA,"8404/310",0.09,45010,0,45010,45010,267,"00663 HOWARD AV, New Haven, CT","Match","Exact","663 HOWARD AVE, NEW HAVEN, CT, 06519","-72.934586,41.298893",3700564,"R",9,9,140300,2023,"09009140300"
"268","252 0508 00100","PABX","00700 PROSPECT ST","ALBERTUS MAGNUS COLLEGE",NA,"0/0",28.3,2939510,22423520,25363030,25363030,268,"00700 PROSPECTST, New Haven, CT","Match","Exact","700 PROSPECT ST, NEW HAVEN, CT, 06511","-72.921135,41.331516",637982044,"L",9,9,141800,4000,"09009141800"
"269","450 1223 00200","PABX","00746 FOUNTAIN ST","YALE UNIVERSITY",NA,"5567/338",13.52,325640,0,325640,325640,269,"00746 FOUNTAIN ST, New Haven, CT","Match","Exact","746 FOUNTAIN ST, NEW HAVEN, CT, 06515","-72.98325,41.32995",3697166,"L",9,9,141100,1004,"09009141100"
"270","278 0134 00300","PABX","00760 HOWARD AV","YALE UNIVERSITY",NA,"0/0",0.59,34440,0,34440,34440,270,"00760 HOWARD AV, New Haven, CT","Match","Exact","760 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93562,41.301903",3700547,"L",9,9,140600,2000,"09009140600"
"271","251 1068 00200","PABX","00765 PROSPECT ST","ALBERTUS MAGNUS COLLEGE",NA,"0/0",0.81,151900,704970,856870,856870,271,"00765 PROSPECTST, New Haven, CT","Match","Exact","765 PROSPECT ST, NEW HAVEN, CT, 06511","-72.92068,41.33263",3699892,"R",9,9,141800,1007,"09009141800"
"272","278 0134 00200","PABX","00780 HOWARD AV","YALE UNIVERSITY",NA,"0/0",1.15,781270,4991420,5772690,5772690,272,"00780 HOWARD AV, New Haven, CT","Match","Exact","780 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93596,41.302483",3700547,"L",9,9,140600,2000,"09009140600"
"273","278 0134 00100","PABX","00800 HOWARD AV","YALE UNIVERSITY",NA,"0/0",0.85,1901130,12407150,14308280,14308280,273,"00800 HOWARD AV, New Haven, CT","Match","Exact","800 HOWARD AVE, NEW HAVEN, CT, 06519","-72.9363,41.303062",3700547,"L",9,9,140600,2000,"09009140600"
"274","252 0508 00200","PABX","00810 PROSPECT ST","ALBERTUS MAGNUS COLLEGE",NA,"2394/345",1.39,138040,510580,648620,648620,274,"00810 PROSPECTST, New Haven, CT","Match","Exact","810 PROSPECT ST, NEW HAVEN, CT, 06511","-72.9202,41.333702",3699896,"L",9,9,141800,4000,"09009141800"
"275","261 0252 00100","PABX","01021 CHAPEL ST","YALE UNIVERSITY",NA,"5150/1",1.57,1233330,16406740,17640070,17640070,275,"01021 CHAPEL ST, New Haven, CT","Match","Exact","1021 CHAPEL ST, NEW HAVEN, CT, 06511","-72.929245,41.3075",638550359,"R",9,9,361401,1002,"09009361401"
"276","261 0251 00100","PABX","01073 CHAPEL ST","YALE UNIVERSITY",NA,"0/0",0.9,829570,31335850,32165420,32165420,276,"01073 CHAPEL ST, New Haven, CT","Match","Exact","1073 CHAPEL ST, NEW HAVEN, CT, 06510","-72.93043,41.30797",635790163,"R",9,9,361401,1003,"09009361401"
"277","261 0231 00402","PABX","01074 CHAPEL ST","YALE UNIVERSITY(MELLON ART GA)",NA,"0/0",0,0,10784060,10784060,10784060,277,"01074 CHAPEL ST, New Haven, CT","Match","Exact","1074 CHAPEL ST, NEW HAVEN, CT, 06510","-72.93014,41.30784",638550359,"L",9,9,140100,1016,"09009140100"
"278","261 0231 00800","PABX","01120 CHAPEL ST","YALE UNIVERSITY",NA,"5150/1",0.28,611170,2454970,3066140,3066140,278,"01120 CHAPEL ST, New Haven, CT","Match","Exact","1120 CHAPEL ST, NEW HAVEN, CT, 06510","-72.9315,41.308372",635790163,"L",9,9,361401,1004,"09009361401"
"279","280 0230 01000","PABX","01156 CHAPEL ST","YALE UNIVERSITY",NA,"5083/253",0.76,796390,11852820,12649210,12649210,279,"01156 CHAPEL ST, New Haven, CT","Match","Exact","1156 CHAPEL ST, NEW HAVEN, CT, 06511","-72.93271,41.308655",638550333,"L",9,9,361401,1005,"09009361401"
"280","280 0249 02601","PABX","01201 CHAPEL ST","YALE UNIVERSITY",NA,"4298/76",0.34,49490,839300,888790,888790,280,"01201 CHAPEL ST, New Haven, CT","Match","Exact","1201 CHAPEL ST, NEW HAVEN, CT, 06511","-72.934494,41.30906",637983797,"R",9,9,361401,3008,"09009361401"
"281","278 0149 01201","PBBX","00000 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8880/10",0.02,1050,0,1050,1050,281,"00000 HOWARD AV, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"282","298 0161 02000","PBBX","00000 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"8324/304",0.08,27790,0,27790,27790,282,"00000 HOWARD AV, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"283","279 0150 00100","PBBX","00001 PARK ST","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"4318/39",0.62,10974250,108026590,119000840,119000840,283,"00001 PARK ST, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"284","279 0162 00200","PBBX","00008 PARK ST","YALE NEW HAVEN HOSPITAL INC.-MCS-2",NA,"4620/18",0.05,49700,0,49700,49700,284,"00008 PARK ST, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"285","279 0150 00200","PBBX","00010 YORK ST","YALE NEW HAVEN HOSPITAL INC",NA,"0/0",2.49,17543470,135240910,152784380,152784380,285,"00010 YORK ST, New Haven, CT","Match","Exact","10 YORK ST, NEW HAVEN, CT, 06510","-72.93469,41.30419",3700548,"L",9,9,140300,2006,"09009140300"
"286","279 0163 00200","PBBX","00017 PARK ST","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"0/0",1.39,2237480,463644510,465881990,465881990,286,"00017 PARK ST, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"287","315 1290 00900","PBBX","00020 GILBERT AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.07,30730,0,30730,30730,287,"00020 GILBERT AV, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"288","298 0161 02700","PBBX","00021 SYLVAN AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"8324/304",0.34,36330,0,36330,36330,288,"00021 SYLVAN AV, New Haven, CT","Match","Exact","21 SYLVAN AVE, NEW HAVEN, CT, 06519","-72.939026,41.304768",3700521,"R",9,9,140600,1000,"09009140600"
"289","298 0161 02900","PBBX","00027 SYLVAN AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"8324/304",0.09,31150,0,31150,31150,289,"00027 SYLVAN AV, New Haven, CT","Match","Exact","27 SYLVAN AVE, NEW HAVEN, CT, 06519","-72.9392,41.30475",3700521,"R",9,9,140600,1000,"09009140600"
"290","298 0161 03000","PBBX","00029 SYLVAN AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"8324/304",0.01,770,0,770,770,290,"00029 SYLVAN AV, New Haven, CT","Match","Exact","29 SYLVAN AVE, NEW HAVEN, CT, 06519","-72.939255,41.30474",3700521,"R",9,9,140600,1000,"09009140600"
"291","279 0163 00201","PBBX","00030 YORK ST","CONN HEALTH  EDUCATIONAL    *",NA,"0/0",2.21,9463300,91861350,101324650,101324650,291,"00030 YORK ST, New Haven, CT","Match","Exact","30 YORK ST, NEW HAVEN, CT, 06510","-72.93442,41.304592",3700548,"L",9,9,140300,2006,"09009140300"
"292","278 0149 01900","PBBX","00031 VERNON ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8880/10",0.17,33600,0,33600,33600,292,"00031 VERNON ST, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"293","298 0161 01200","PBBX","00034 LEGION AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"8324/304",0.16,83020,0,83020,83020,293,"00034 LEGION AV, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"294","298 0161 01100","PBBX","00046 LEGION AV","YALE-NEW HAVEN  HOSPITAL INC - MCS-2",NA,"8324/304",0.16,66570,0,66570,66570,294,"00046 LEGION AV, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"295","298 0161 01000","PBBX","00060 LEGION AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"8324/304",0.3,57400,0,57400,57400,295,"00060 LEGION AV, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"296","278 0149 01400","PBBX","00103 DAVENPORT AV","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"5442/153",0.1,68250,3150,71400,71400,296,"00103 DAVENPORT AV, New Haven, CT","Match","Exact","103 DAVENPORT AVE, NEW HAVEN, CT, 06519","-72.93716,41.302937",3700546,"R",9,9,140600,1006,"09009140600"
"297","278 0149 01500","PBBX","00109 DAVENPORT AV","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"5442/153",0.1,68600,210,68810,68810,297,"00109 DAVENPORT AV, New Haven, CT","Match","Exact","109 DAVENPORT AVE, NEW HAVEN, CT, 06519","-72.937195,41.30292",3700546,"R",9,9,140600,1006,"09009140600"
"298","278 0149 01600","PBBX","00111 DAVENPORT AV","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"5442/153",0.11,31920,0,31920,31920,298,"00111 DAVENPORT AV, New Haven, CT","Match","Exact","111 DAVENPORT AVE, NEW HAVEN, CT, 06519","-72.93721,41.302917",3700546,"R",9,9,140600,1006,"09009140600"
"299","317 0197 00100","PBBX","00111 SHERMAN AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.12,43750,0,43750,43750,299,"00111 SHERMAN AV, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"300","278 0134 02300","PBBX","00112 DAVENPORT AV","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"0/0",0.27,123760,484960,608720,608720,300,"00112 DAVENPORT AV, New Haven, CT","Match","Exact","112 DAVENPORT AVE, NEW HAVEN, CT, 06519","-72.9372,41.302906",3700546,"L",9,9,140600,2000,"09009140600"
"301","278 0134 02200","PBBX","00116 DAVENPORT AV","YALE-NEW HAVEN HOSPITAL INC -MCS-2",NA,"5559/218",0.18,33740,4340,38080,38080,301,"00116 DAVENPORT AV, New Haven, CT","Match","Exact","116 DAVENPORT AVE, NEW HAVEN, CT, 06519","-72.937225,41.3029",3700546,"L",9,9,140600,2000,"09009140600"
"302","315 1288 02001","PBBX","00200 ORCHARD ST 101","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,53060,53060,53060,302,"00200 ORCHARD ST 101, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"303","315 1288 02003","PBBX","00200 ORCHARD ST 103","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,38780,38780,38780,303,"00200 ORCHARD ST 103, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"304","315 1288 02004","PBBX","00200 ORCHARD ST 104","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,53410,53410,53410,304,"00200 ORCHARD ST 104, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"305","315 1288 02005","PBBX","00200 ORCHARD ST 105","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,54040,54040,54040,305,"00200 ORCHARD ST 105, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"306","315 1288 02006","PBBX","00200 ORCHARD ST 106","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,51940,51940,51940,306,"00200 ORCHARD ST 106, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"307","315 1288 02007","PBBX","00200 ORCHARD ST 107","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,87360,87360,87360,307,"00200 ORCHARD ST 107, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"308","315 1288 02010","PBBX","00200 ORCHARD ST 201","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,58730,58730,58730,308,"00200 ORCHARD ST 201, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"309","315 1288 02011","PBBX","00200 ORCHARD ST 202","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,53690,53690,53690,309,"00200 ORCHARD ST 202, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"310","315 1288 02012","PBBX","00200 ORCHARD ST 203","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,54390,54390,54390,310,"00200 ORCHARD ST 203, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"311","315 1288 02013","PBBX","00200 ORCHARD ST 204","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,54390,54390,54390,311,"00200 ORCHARD ST 204, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"312","315 1288 02014","PBBX","00200 ORCHARD ST 205","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,58730,58730,58730,312,"00200 ORCHARD ST 205, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"313","315 1288 02015","PBBX","00200 ORCHARD ST 206","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,55580,55580,55580,313,"00200 ORCHARD ST 206, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"314","315 1288 02016","PBBX","00200 ORCHARD ST 207","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,99820,99820,99820,314,"00200 ORCHARD ST 207, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"315","315 1288 02021","PBBX","00200 ORCHARD ST 303","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,54390,54390,54390,315,"00200 ORCHARD ST 303, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"316","315 1288 02022","PBBX","00200 ORCHARD ST 304","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,38360,38360,38360,316,"00200 ORCHARD ST 304, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"317","315 1288 02024","PBBX","00200 ORCHARD ST 306","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,57190,57190,57190,317,"00200 ORCHARD ST 306, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"318","315 1288 02028","PBBX","00200 ORCHARD ST 310","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,59500,59500,59500,318,"00200 ORCHARD ST 310, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"319","315 1288 02029","PBBX","00200 ORCHARD ST 401","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,91770,91770,91770,319,"00200 ORCHARD ST 401, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"320","315 1288 02031","PBBX","00200 ORCHARD ST 403","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,65730,65730,65730,320,"00200 ORCHARD ST 403, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"321","315 1288 02032","PBBX","00200 ORCHARD ST 404","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,89180,89180,89180,321,"00200 ORCHARD ST 404, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"322","315 1288 02033","PBBX","00200 ORCHARD ST 405","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,91000,91000,91000,322,"00200 ORCHARD ST 405, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"323","315 1288 02034","PBBX","00200 ORCHARD ST 406","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,86800,86800,86800,323,"00200 ORCHARD ST 406, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"324","315 1288 02035","PBBX","00200 ORCHARD ST 407","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,59430,59430,59430,324,"00200 ORCHARD ST 407, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"325","315 1288 02036","PBBX","00200 ORCHARD ST 408","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/342",0,0,91770,91770,91770,325,"00200 ORCHARD ST 408, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"326","315 1290 00800","PBBX","00233 ORCHARD ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.01,490,0,490,490,326,"00233 ORCHARD ST, New Haven, CT","Match","Exact","233 ORCHARD ST, NEW HAVEN, CT, 06511","-72.9423,41.307865",3700359,"R",9,9,140800,1006,"09009140800"
"327","315 1293 00100","PBBX","00285 ORCHARD ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.14,51310,8610,59920,59920,327,"00285 ORCHARD ST, New Haven, CT","Match","Exact","285 ORCHARD ST, NEW HAVEN, CT, 06511","-72.942116,41.308826",3700355,"R",9,9,140800,1007,"09009140800"
"328","315 1293 00200","PBBX","00289 ORCHARD ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.14,51380,9800,61180,61180,328,"00289 ORCHARD ST, New Haven, CT","Match","Exact","289 ORCHARD ST, NEW HAVEN, CT, 06511","-72.94211,41.308884",3700355,"R",9,9,140800,1007,"09009140800"
"329","315 1293 00400","PBBX","00301 ORCHARD ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.2,53970,11480,65450,65450,329,"00301 ORCHARD ST, New Haven, CT","Match","Exact","301 ORCHARD ST, NEW HAVEN, CT, 06511","-72.94201,41.309223",3700357,"R",9,9,140800,1000,"09009140800"
"330","279 0163 00100","PBBX","00318 OAK ST","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"3069/12",0.06,43820,3570,47390,47390,330,"00318 OAK ST, New Haven, CT","No_Match","","","",NA,"",NA,NA,NA,NA,NA
"331","315 1293 00402","PBBX","00323 ORCHARD ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",1,1620010,3784830,5404840,5404840,331,"00323 ORCHARD ST, New Haven, CT","Match","Exact","323 ORCHARD ST, NEW HAVEN, CT, 06511","-72.941666,41.310028",3700357,"R",9,9,140800,1000,"09009140800"
"332","317 0213 00102","PBBX","00330 ORCHARD ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/296",1.38,1778560,20460790,22239350,22239350,332,"00330 ORCHARD ST, New Haven, CT","Match","Exact","330 ORCHARD ST, NEW HAVEN, CT, 06511","-72.94158,41.310265",3700357,"L",9,9,140800,1001,"09009140800"
"333","279 0217 01700","PBBX","00425 GEORGE ST","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"4906/66",0.79,215530,972650,1188180,1188180,333,"00425 GEORGE ST, New Haven, CT","Match","Exact","425 GEORGE ST, NEW HAVEN, CT, 06511","-72.9357,41.307297",3700442,"R",9,9,361401,2001,"09009361401"
"334","297 0215 01600","PBBX","00501 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"9627/218",0.34,59640,1090670,1150310,1150310,334,"00501 GEORGE ST, New Haven, CT","Match","Exact","501 GEORGE ST, NEW HAVEN, CT, 06511","-72.93816,41.308296",3700417,"R",9,9,140700,3001,"09009140700"
"335","315 1293 03200","PBBX","00579 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.21,34230,13230,47460,47460,335,"00579 GEORGE ST, New Haven, CT","Match","Exact","579 GEORGE ST, NEW HAVEN, CT, 06511","-72.94093,41.308887",637983143,"R",9,9,140800,1000,"09009140800"
"336","315 1293 03300","PBBX","00583 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.09,31360,5950,37310,37310,336,"00583 GEORGE ST, New Haven, CT","Match","Exact","583 GEORGE ST, NEW HAVEN, CT, 06511","-72.94096,41.30889",637983143,"R",9,9,140800,1000,"09009140800"
"337","315 1289 01200","PBBX","00600 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.16,31710,700,32410,32410,337,"00600 GEORGE ST, New Haven, CT","Match","Exact","600 GEORGE ST, NEW HAVEN, CT, 06511","-72.94219,41.309124",3700335,"L",9,9,140800,1002,"09009140800"
"338","317 0213 00200","PBBX","00629 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/296",1.18,1390480,280,1390760,1390760,338,"00629 GEORGE ST, New Haven, CT","Match","Exact","629 GEORGE ST, NEW HAVEN, CT, 06511","-72.94409,41.30951",638553037,"R",9,9,140800,1001,"09009140800"
"339","317 0213 00201","PBBX","00629 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/296",0,0,6250580,6250580,6250580,339,"00629 GEORGE ST, New Haven, CT","Match","Exact","629 GEORGE ST, NEW HAVEN, CT, 06511","-72.94409,41.30951",638553037,"R",9,9,140800,1001,"09009140800"
"340","317 0197 00700","PBBX","00646 GEORGE ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.13,50540,169610,220150,220150,340,"00646 GEORGE ST, New Haven, CT","Match","Exact","646 GEORGE ST, NEW HAVEN, CT, 06511","-72.943924,41.30946",638553037,"L",9,9,140800,1003,"09009140800"
"341","263 0135 00100","PBBX","00789 HOWARD AV","YALE NEW HAVEN HOSPITAL -MCS-2",NA,"3302/306",5.54,14967960,131622750,146590710,146590710,341,"00789 HOWARD AV, New Haven, CT","Match","Exact","789 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93543,41.301594",3700547,"R",9,9,140300,2009,"09009140300"
"342","278 0149 01200","PBBX","00836 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8880/10",0.11,95410,177520,272930,272930,342,"00836 HOWARD AV, New Haven, CT","Match","Exact","836 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93668,41.30381",3700543,"L",9,9,140600,1006,"09009140600"
"343","278 0149 01100","PBBX","00840 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8880/10",0.13,98560,253400,351960,351960,343,"00840 HOWARD AV, New Haven, CT","Match","Exact","840 HOWARD AVE, NEW HAVEN, CT, 06519","-72.936714,41.30387",3700543,"L",9,9,140600,1006,"09009140600"
"344","278 0149 01000","PBBX","00842 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8880/10",0.11,94430,120540,214970,214970,344,"00842 HOWARD AV, New Haven, CT","Match","Exact","842 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93673,41.3039",3700543,"L",9,9,140600,1006,"09009140600"
"345","278 0149 00600","PBBX","00860 HOWARD AV","RONALD MCDONALD HOUSE CHARITIES OF CONN",NA,"9391/148",0.62,136710,5967640,6104350,6104350,345,"00860 HOWARD AV, New Haven, CT","Match","Exact","860 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93687,41.304173",3700543,"L",9,9,140600,1006,"09009140600"
"346","278 0149 00200","PBBX","00878 HOWARD AV","YALE NEW HAVEN HOSPITAL INC -MCS-2",NA,"7842/215",0.4,121030,757260,878290,878290,346,"00878 HOWARD AV, New Haven, CT","Match","Exact","878 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93708,41.304657",3700525,"L",9,9,140600,1006,"09009140600"
"347","298 0161 02100","PBBX","00912 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"9081/4",0.86,3177860,0,3177860,3177860,347,"00912 HOWARD AV, New Haven, CT","Match","Exact","912 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93736,41.305256",3700430,"L",9,9,140600,1000,"09009140600"
"348","298 0161 01800","PBBX","00914 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"9081/4",0.14,29540,8960,38500,38500,348,"00914 HOWARD AV, New Haven, CT","Match","Exact","914 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93738,41.30527",3700430,"L",9,9,140600,1000,"09009140600"
"349","298 0161 02001","PBBX","00914 HOWARD AV","YALE-NEW HAVEN HOSPITAL INC",NA,"8324/304",0.15,59430,0,59430,59430,349,"00914 HOWARD AV, New Haven, CT","Match","Exact","914 HOWARD AVE, NEW HAVEN, CT, 06519","-72.93738,41.30527",3700430,"L",9,9,140600,1000,"09009140600"
"350","315 1293 01600","PBBX","01342 CHAPEL ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.29,57680,14350,72030,72030,350,"01342 CHAPEL ST, New Haven, CT","Tie","","","",NA,"",NA,NA,NA,NA,NA
"351","315 1293 00900","PBBX","01380 CHAPEL ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/311",0.11,48370,242130,290500,290500,351,"01380 CHAPEL ST, New Haven, CT","Match","Exact","1380 CHAPEL ST, NEW HAVEN, CT, 06515","-72.94246,41.31085",3700354,"L",9,9,140800,1001,"09009140800"
"352","316 0243 02500","PBBX","01389 CHAPEL ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.17,52640,322560,375200,375200,352,"01389 CHAPEL ST, New Haven, CT","Match","Exact","1389 CHAPEL ST, NEW HAVEN, CT, 06511","-72.941505,41.310673",3700354,"R",9,9,140700,1002,"09009140700"
"353","318 0242 02800","PBBX","01441 CHAPEL ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/335",0.27,56630,345170,401800,401800,353,"01441 CHAPEL ST, New Haven, CT","Match","Exact","1441 CHAPEL ST, NEW HAVEN, CT, 06511","-72.943474,41.311066",638548845,"R",9,9,140700,1003,"09009140700"
"354","317 0213 00100","PBBX","01450 CHAPEL ST","YALE-NEW HAVEN HOSPITAL INC",NA,"8881/296",8.11,14931910,262468290,277400200,277400200,354,"01450 CHAPEL ST, New Haven, CT","Match","Exact","1450 CHAPEL ST, NEW HAVEN, CT, 06511","-72.94401,41.311165",638548845,"L",9,9,140800,1001,"09009140800"
